vendor_normalized,sum_effective_value
TERRANOVA WORLDWIDE,24521.00
LUMINA IT,24408.00
GREYHAT INFORMATION SECURITY,24408.00
APOS SYSTEMS,24374.10
PEAK ENERGY MANAGEMENT,24106.67
DONNELLEY FINANCIAL,24072.39
PROLOGIC SYSTEMS,24007.64
GOVTEL,23165.00
VANGUARD EMC,22882.50
EMBARCADERO TECHNOLOGIES,22324.71
SIMPLEX GRINNELL,22140.66
ST JOSEPH PRINT GROUP,22063.82
WINDREACH CONSULTING SERVICES,22035.00
TOYOTA CANADA,21912.68
BF WORKPLACE,21905.63
MANSELL RANKINASSOCIATES,21696.00
MCLAUGHLIN DAVID,20905.00
INFOMART A DIVISION OF,20848.50
COE IMOGEN,20340.00
KNOWLEDGE CIRCLE LEARNING,19198.20
DAIGEN COMMUNICATIONS,16950.00
BARBARA PERSONNEL,16092.33
DB COMPANIES OF CANADA,15806.44
ASOKAN BUSINESS INTERIORS,15803.05
INTEGRA NETWORKS,15053.34
PROMAXIS,14238.00
INVIVO COMMUNICATIONS,14057.20
GLOBAL KNOWLEDGE,14008.23
CARON TRAINING CENTRE,13300.00
ANN HOLMES ASSOCIATES,12995.00
RHEA,12486.50
TELERIK,12383.21
EVERGREEN EVALUATION DATA,11922.52
CORRECTIONAL SERVICES CANADA,11919.81
4IMPRINT,11752.00
GLOBAL UPHOLSTERY,11625.99
SOLOTECH QUEBEC,11549.33
TRANSPOLAR TECHNOLOGY,11420.58
COPEM CONSULTING,11300.00
LWG ARCHITECTURAL INTERIORS,10859.30
LS HOTTE CONSULTING,10848.00
INSA,10784.35
ASOKAN SOLUTIONS DE BUREAU,10641.21
COMMVAULT SYSTEMS,10432.16
QUEST SOFTWARE CANADA,10186.95
NATTIQ,10170.00
CARAHSOFT TECHNOLOGY,10037.79
PRIORITY MANAGEMENT,9492.00
SDL INTERNATIONAL CANADA,9150.97
EDGE TRANSLATION,9106.44
BEVERLY ENSOM,6356.25
BROWN CAROLYN,6356.25
CANSEL SURVEY EQUIPMENT,6017.25
RESEAU CIRCUM,5537.00
AKRAN MARKETING,5435.30
ADVANCED CHIPPEWA TECHNOLOGIES,5131.33
FENIGO,5042.63
