gen_vendor_normalized,total_entries,total_contracts,total_amendments
ESBE SCIENTIFIC INDUSTRIES,23,23,0
QUALICUM SCIENTIFIC,23,17,6
MANDEL SCIENTIFIC COMPANY,22,22,0
CARO ANALYTICAL SERVICES,22,14,8
FORD MOTOR COMPANY,22,22,0
HMCS,22,15,7
ADIRONDACK INFORMATION MANAGEMENT,22,10,12
MINDWIRE SYSTEMS,20,9,11
AVI SPL CANADA,20,17,3
INTEGRA NETWORKS,20,13,7
SYSTEMSCOPE,20,10,10
BIOMERIEUX CANADA,19,19,0
GETINGE CANADA,19,18,1
SGS CANADA,19,11,8
SANIMAX,19,7,12
STANTEC,19,15,4
WORKDYNAMICS TECHNOLOGIES,18,15,3
PERFORMANCE MANAGEMENT NETWORK,18,10,8
COSSETTE COMMUNICATIONS,17,15,2
BDO CANADA,17,13,4
TEKSYSTEMS CANADA,17,9,8
HAY GROUP,16,12,4
ALS CANADA,16,13,3
FLUID MANAGEMENT SYSTEM,16,15,1
ACCENTURE,16,5,11
ORBIS RISK CONSULTING,16,10,6
ROCHE DIAGNOSTICS,16,16,0
GROUPE INTERSOL GROUP,15,14,1
EVALUATION PERSONNEL SELECTION,15,5,10
ATS SCIENTIFIC,15,14,1
UNIVERSITE DE MONTREAL,15,10,5
BECKMAN COULTER CANADA,15,14,1
RISK SCIENCES INTERNATIONAL,15,6,9
SI SYSTEMS,14,6,8
SOFTCHOICE,14,13,1
KPMG,14,11,3
ALERE,14,11,3
TOYOTA CANADA,14,14,0
TURTLE ISLAND STAFFING,14,11,3
MGIS,13,6,7
PRICEWATERHOUSE COOPERS,13,7,6
RANDSTAD,12,3,9
ALSCO UNIFORM LINEN SERVICES,12,3,9
ESBE SCIENTIFIC,12,12,0
CANADIAN LIFE SCIENCE,12,12,0
AB SCIEX SALES,12,12,0
ADVANCED BUSINESS INTERIORS,11,11,0
LNW CONSULTING,11,7,4
NITRO MICROSYSTEMS,11,11,0
QUINTEX SERVICES,11,3,8
THE DATA GROUP OF COMPANIES,11,7,4
NEWFOUND RECRUITING,11,6,5
RAYMOND CHABOT GRANT THORNTON,11,8,3
MORNEAU SHEPELL,11,2,9
ATWOOD RESOURCES,11,3,8
ESRI,11,10,1
COFOMO,11,2,9
UNIVERSITY OF SASKATCHEWAN,11,8,3
COMPUAIDS O A ENTERPRISE,10,5,5
KNOWLEDGE CIRCLE,10,10,0
ORGANIC FEDERATION OF CANADA,10,3,7
CLOSEREACH,10,4,6
OLYMPUS CANADA,10,10,0
CDW CANADA,10,10,0
SAS INSTITUTE,10,10,0
CINTAS,10,2,8
QUINTET CONSULTING,10,9,1
BURNTEDGE,10,4,6
HYUNDAI AUTO CANADA,10,10,0
BUANDERIE SANILOC,10,5,5
MOLECULAR DEVICES,10,10,0
6280803 CANADA,9,8,1
QUATSINO BAND,9,4,5
APPLIED MATHS,9,9,0
MARITIME PET FOODS,9,7,2
GLOBAL FOOD PROTECTION INSTITUTE,9,5,4
WEST COAST REDUCTION,9,5,4
GK SERVICES CANADA,9,4,5
CISTEL TECHNOLOGY,9,7,2
CINTAS CANADA,9,3,6
KELLY SEARS CONSULTING GROUP,9,9,0
OPENTEXT,9,8,1
CBCI TELECOM,9,9,0
BEE CLEAN,9,3,6
FAST FORWARD FRENCH,9,8,1
SAMSON ASSOCIES,9,8,1
CANADA POST,9,9,0
KYUQUOT FIRST NATION,9,4,5
HICKLING ARTHURS LOW,8,8,0
PRO FAUNE,8,3,5
DELOITTE AND TOUCHE,8,8,0
SUBARU CANADA,8,8,0
WORKPLACE HEALTH AND COST SOLUTIONS,8,3,5
WESTERN PETROLEUM,8,8,0
CONVERSART CONSULTING,8,8,0
GLENCASTLE SECURITY,8,8,0
PRAIRIE RESEARCH ASSOCIATES,8,8,0
BLACK MCDONALD,8,2,6
CEM,8,8,0
SHARP ELECTRONICS,8,8,0
THERMO LABSYSTEMS,8,8,0
INFO TECH RESEARCH GROUP,8,7,1
EI DU PONT CANADA COMPANY,8,8,0
TEKNION,8,7,1
D MARK BIOSCIENCES,7,7,0
MICHANIE CONSTRUCTION,7,4,3
HAWORTH,7,7,0
H R MECHANICAL SUPPLIES,7,6,1
ADVANCED CHIPPEWA TECHNOLOGIES,7,7,0
DARGATZ MINK RANCH,7,3,4
PRAXAIR CANADA,7,4,3
GOSS GILROY,7,7,0
WESTERN DRUG DISTRIBUTION,7,6,1
LYNDA NAVEDA CONSULTING,7,7,0
LOWE MARTIN COMPANY,7,7,0
LOGIC 2000,7,3,4
CSDC SYSTEMS,7,4,3
CITY OF TORONTO,7,3,4
FUJITSU,7,3,4
SILLIKER CANADA,7,7,0
KELLY SERVICES,7,5,2
UNIVERSITE SAINTE ANNE,7,5,2
CARTIER LANGUAGE SCHOOL,7,6,1
EVRIPOS JANITORAL SERVICES,7,2,5
SIERRA SYSTEMS GROUP,7,6,1
CANADIAN SEED GROWERS ASSOCIATION,7,5,2
INSTRUX MEDIA,7,6,1
INTER MEDICO,7,7,0
EMTEC INFRASTRUCTURE SERVICES,7,4,3
INNOVATION DIAGNOSTICS,7,7,0
MOWACHAHT MUCHALAHT,7,4,3
CALIAN,7,4,3
AHOUSAHT ADMINISTRATION,7,4,3
LIONBRIDGE,7,3,4
SIMON JOHN,7,2,5
MURRAY MANAGEMENT CONSULTING,7,6,1
SERVICE SYSTEMS FOR RESEARCH,7,5,2
THE CANADIAN PRESS,7,7,0
QUANTUM MURRAY,6,3,3
SUPERIOR SANITATION SERVICES,6,5,1
STJOSEPH PRINT GROUP,6,6,0
METTLER TOLEDO,6,6,0
PROMEGA,6,5,1
SUSSEX CIRCLE,6,6,0
APPLIED BIOSYSTEMS CANADA,6,6,0
MARKETWIRE,6,6,0
GRAYBRIDGE INTERNATIONAL CONSULTING,6,5,1
